,Word,lengths
52495,李嘉诚,3
52496,李 光,3
52497,李国豪,3
52498,李大钊,3
52499,李天王,3
52500,李天禄,3
52501,李娃传,3
52502,李娜,2
52503,李子,2
52504,李季兰,3
52505,李宇春,3
52506,李安,2
52507,李宗仁,3
52508,李宗盛,3
52509,李富春,3
52510,李宁,2
52511,李宝嘉,3
52512,李小龙,3
52513,李岚清,3
52514,李希霍芬,4
52515,李广,2
52516,李延寿,3
52517,李建成,3
52518,李彦宏,3
52519,李后主,3
52520,李德,2
52521,李德林,3
52522,李忱,2
52523,李恒,2
52524,李悝,2
52525,李怀远,3
52526,李成桂,3
52527,李成江,3
52528,李承晚,3
52529,李振藩,3
52530,李政道,3
52531,李敏勇,3
52532,李斯,2
52533,李斯特,3
52534,李斯特氏杆菌,6
52535,李斯特氏菌,5
52536,李斯特菌,4
52537,李旦,2
52538,李昂,2
52539,李昉,2
52540,李昌镐,3
52541,李明博,3
52542,李时珍,3
52543,李晔,2
52544,李会昌,3
52545,李朝威,3
52546,李木,2
52547,李林甫,3
52548,李格非,3
52549,李树,2
52550,李氏,2
52551,李氏朝鲜,4
52552,李汝珍,3
52553,李治,2
52554,李洪志,3
52555,李渊,2
52556,李清照,3
52557,李湛,2
52558,李源潮,3
52559,李沧,2
52560,李沧区,3
52561,李渔,2
52562,李漼,2
52563,李泽楷,3
52564,李瀍,2
52565,李煜,2
52566,李尔王,3
52567,李玟,2
52568,李瑞环,3
52569,李登辉,3
52570,李白,2
52571,李百药,3
52572,李直夫,3
52573,李祝,2
52574,李约瑟,3
52575,李纯,2
52576,李绿园,3
52577,李维,2
52578,李维史陀,4
52579,李维斯,3
52580,李缨,2
52581,李群,2
52582,李翱,2
52583,李耳,2
52584,李肇星,3
52585,李肇,2
52586,李自成,3
52587,李舜臣,3
52588,李英儒,3
52589,李卫公,3
52590,李诚恩,3
52591,李诵,2
52592,李豫,2
52593,李贺,2
52594,李贽,2
52595,李适,2
52596,李连杰,3
52597,李逵,2
52598,李远哲,3
52599,李重茂,3
52600,李铁,2
52601,李铁拐,3
52602,李长春,3
52603,李开复,3
52604,李陵,2
52605,李隆基,3
52606,李雪健,3
52607,李云娜,3
52608,李靖,2
52609,李显龙,3
52610,李鬼,2
52611,李鸿章,3
52612,李鸿章杂碎,5
52613,李鹏,2
52614,李丽珊,3
52615,杏,1
52616,杏仁,2
52617,杏仁果,3
52618,杏仁核,3
52619,杏仁豆腐,4
52620,杏仁体,3
52621,杏子,2
52622,杏林,2
52623,杏林区,3
52624,杏树,2
52625,杏眼,2
52626,杏花岭,3
52627,杏花岭区,4
52628,杏花村,3
52629,杏鲍菇,3
52630,材,1
52631,材料,2
52632,材料学,3
52633,材料科学,4
52634,材积,2
52635,材质,2
52636,村,1
52637,村上,2
52638,村上春树,4
52639,村上隆,3
52640,村塾,2
52641,村姑,2
52642,村委会,3
52643,村子,2
52644,村学,2
52645,村寨,2
52646,村山富市,4
52647,村民,2
52648,村田,2
52649,村舍,2
52650,村庄,2
52651,村落,2
52652,村证房,3
52653,村里,2
52654,村镇,2
52655,村长,2
52656,杓,1
52657,杓子,2
52658,杕,1
52659,杖,1
52660,杖刑,2
52661,杖头木偶,4
52662,杗,1
52663,杙,1
52664,杜,1
52665,杜仲,2
52666,杜伊斯堡,4
52667,杜冷丁,3
52668,杜口,2
52669,杜口裹足,4
52670,杜哈,2
52671,杜嘉班纳,4
52672,杜塞,2
52673,杜塞尔多夫,5
52674,杜塞道夫,4
52675,杜威,2
52676,杜宇,2
52677,杜尚别,3
52678,杜布罗夫尼克,6
52679,杜康,2
52680,杜拜,2
52681,杜撰,2
52682,杜月笙,3
52683,杜本内,3
52684,杜松子酒,4
52685,杜梨,2
52686,杜比,2
52687,杜氏腺,3
52688,杜氏腺体,4
52689,杜渐防萌,4
52690,杜尔伯特,4
52691,杜尔伯特县,5
52692,杜尔伯特蒙古族自治县,10
52693,杜牧,2
52694,杜琪峰,3
52695,杜瓦利埃,4
52696,杜甫,2
52697,杜甫草堂,4
52698,杜秋娘歌,4
52699,杜笃玛,3
52700,杜绝,2
52701,杜兴氏肌肉营养不良症,10
52702,杜荀鹤,3
52703,杜莎夫人,4
52704,杜蕾斯,3
52705,杜蘅,2
52706,杜衡,2
52707,杜宾犬,3
52708,杜邦,2
52709,杜门,2
52710,杜门不出,4
52711,杜集,2
52712,杜集区,3
52713,杜马,2
52714,杜松子,3
52715,杜鹃,2
52716,杜鹃啼血,4
52717,杜鹃座,3
52718,杜鹃科,3
52719,杜鹃花,3
52720,杜鹃花科,4
52721,杜鹃鸟,3
52722,杝,1
52723,杞,1
52724,杞人之忧,4
52725,杞人忧天,4
52726,杞国,2
52727,杞国之忧,4
52728,杞国忧天,4
52729,杞天之虑,4
52730,杞妇,2
52731,杞梓之林,4
52732,杞县,2
52733,束,1
52734,束之高阁,4
52735,束修,2
52736,束手,2
52737,束手就擒,4
52738,束手就毙,4
52739,束手待毙,4
52740,束手待死,4
52741,束手无策,4
52742,束狭,2
52743,束紧,2
52744,束线带,3
52745,束缚,2
52746,束脩,2
52747,束腰,2
52748,束腹,2
52749,束衣,2
52750,束装,2
52751,束身,2
52752,束身内衣,4
52753,束发,2
52754,杠,1
52755,杠杆收购,4
52756,杠精,2
52757,杧,1
52758,杧果,2
52759,杪,1
52760,杭,1
52761,杭州,2
52762,杭州市,3
52763,杭州湾,3
52764,杭锦,2
52765,杭锦后旗,4
52766,杭锦旗,3
52767,杯,1
52768,杯中物,3
52769,杯具,2
52770,杯垫,2
52771,杯子,2
52772,杯弓蛇影,4
52773,杯托,2
52774,杯水车薪,4
52775,杯珓,2
52776,杯盘狼藉,4
52777,杯筊,2
52778,杯葛,2
52779,杯酒解怨,4
52780,杯酒言欢,4
52781,杯酒释兵权,5
52782,杯面,2
52783,东,1
52784,东 榔头西 棒子,8
52785,东 省,3
52786,东中国海,4
52787,东主,2
52788,东亚,2
52789,东亚峰会,4
52790,东亚病夫,4
52791,东亚石,3
52792,东亚运动会,5
52793,东亚银行,4
52794,东交民巷,4
52795,东京,2
52796,东京塔,3
52797,东京大学,4
52798,东京帝国大学,6
52799,东京湾,3
52800,东伊运,3
52801,东仓里,3
52802,东仓鸮,3
52803,东倒西歪,4
52804,东侧,2
52805,东光,2
52806,东光县,3
52807,东兔西乌,4
52808,东加,2
52809,东胜,2
52810,东胜区,3
52811,东势,2
52812,东势乡,3
52813,东北,2
52814,东北亚,3
52815,东北大学,4
52816,东北平原,4
52817,东北方,3
52818,东北虎,3
52819,东半球,3
52820,东协,2
52821,东南,2
52822,东南亚,3
52823,东南亚国协,5
52824,东南亚国家联盟,7
52825,东南大学,4
52826,东南西北,4
52827,东南西北中,5
52828,东南部,3
52829,东印度公司,5
52830,东台,2
52831,东台市,3
52832,东君,2
52833,东吴,2
52834,东吴大学,4
52835,东周,2
52836,东土,2
52837,东坡,2
52838,东坡区,3
52839,东坡肉,3
52840,东坡肘子,4
52841,东城,2
52842,东城区,3
52843,东太平洋,4
52844,东太平洋海隆,6
52845,东太平洋隆起,6
52846,东夷,2
52847,东奔西走,4
52848,东奔西跑,4
52849,东安,2
52850,东安区,3
52851,东安县,3
52852,东家,2
52853,东家长西家短,6
52854,东密,2
52855,东密德兰,4
52856,东宝,2
52857,东宝区,3
52858,东山,2
52859,东山再起,4
52860,东山区,3
52861,东山县,3
52862,东岳,2
52863,东川,2
52864,东川区,3
52865,东巴文化,4
52866,东帝汶,3
52867,东平,2
52868,东平县,3
52869,东床,2
52870,东引,2
52871,东引乡,3
52872,东张西望,4
52873,东征,2
52874,东征西怨,4
52875,东征西讨,4
52876,东德,2
52877,东拉西扯,4
52878,东拼西凑,4
52879,东掩西遮,4
52880,东摇西摆,4
52881,东方,2
52882,东方 博士,5
52883,东方不亮西方亮,7
52884,东方叽咋柳莺,6
52885,东方寿带,4
52886,东方大苇莺,5
52887,东方市,3
52888,东方文明,4
52889,东方斑,3
52890,东方日报,4
52891,东方明珠塔,5
52892,东方明珠电视塔,7
52893,东方狍,3
52894,东方白鹳,4
52895,东方红,3
52896,东方航空,4
52897,东方阿閦佛,5
52898,东方青龙,4
52899,东方马脑炎病毒,7
52900,东方鸻,3
52901,东施效颦,4
52902,东昌,2
52903,东昌区,3
52904,东昌府,3
52905,东昌府区,4
52906,东明,2
52907,东明县,3
52908,东晋,2
52909,东东,2
52910,东条英机,4
52911,东欧,2
52912,东欧平原,4
52913,东正教,3
52914,东归,2
52915,东江,2
52916,东河,2
52917,东河区,3
52918,东河乡,3
52919,东洋,2
52920,东洋界,3
52921,东洋话,3
52922,东洋鬼,3
52923,东洋鬼子,4
52924,东洲,2
52925,东洲区,3
52926,东海,2
52927,东海大学,4
52928,东海大桥,4
52929,东海岸,3
52930,东海县,3
52931,东海舰队,4
52932,东港,2
52933,东港区,3
52934,东港市,3
52935,东港镇,3
52936,东湖,2
52937,东湖区,3
52938,东源,2
52939,东源县,3
52940,东沟,2
52941,东沟镇,3
52942,东汉,2
52943,东瀛,2
52944,东乌珠穆沁旗,6
52945,东营,2
52946,东营区,3
52947,东营市,3
52948,东王公,3
52949,东疆,2
52950,东盟,2
52951,东直门,3
52952,东瞧西瞅,4
52953,东石,2
52954,东石乡,3
52955,东突,2
52956,东突厥斯坦,5
52957,东突厥斯坦伊斯兰运动,10
52958,东突厥斯坦解放组织,9
52959,东突组织,4
52960,东窗事发,4
52961,东经,2
52962,东缅高原,4
52963,东罗马帝国,5
52964,东胡,2
52965,东至,2
52966,东至县,3
52967,东兴,2
52968,东兴区,3
52969,东兴市,3
52970,东芝,2
52971,东莞,2
52972,东莞市,3
52973,东华 院,4
52974,东西,2
52975,东西半球,4
52976,东西南北,4
52977,东西周,3
52978,东西宽,3
52979,东西德,3
52980,东西方,3
52981,东西方文化,5
52982,东西湖,3
52983,东西湖区,4
52984,东观汉记,4
52985,东讨西征,4
52986,东丰,2
52987,东丰县,3
52988,东躲西闪,4
52989,东道,2
52990,东道主,3
52991,东辽,2
52992,东辽县,3
52993,东边,2
52994,东边儿,3
52995,东部,2
52996,东部时间,4
52997,东郭,2
52998,东乡,2
52999,东乡族自治县,6
53000,东阿,2
53001,东阿县,3
53002,东阳,2
53003,东阳市,3
53004,东非,2
53005,东非共同体,5
53006,东非大地堑,5
53007,东非大裂谷,5
53008,东面,2
53009,东头村,3
53010,东风,2
53011,东风区,3
53012,东风压倒西风,6
53013,东魏,2
53014,东鳞西爪,4
53015,东丽,2
53016,东丽区,3
53017,杲,1
53018,杳,1
53019,杳冥,2
53020,杳如黄鹤,4
53021,杳杳,2
53022,杳渺,2
53023,杳无人烟,4
53024,杳无人迹,4
53025,杳无消息,4
53026,杳无音信,4
53027,杳然,2
53028,杳眇,2
53029,杳茫,2
53030,杳霭,2
53031,杴,1
53032,杵,1
53033,杶,1
53034,杷,1
53035,杸,1
53036,杻,1
53037,杼,1
53038,杽,1
53039,松,1
53040,松下,2
53041,松下公司,4
53042,松下电器,4
53043,松下电气工业,6
53044,松井,2
53045,松仁,2
53046,松化石,3
53047,松北,2
53048,松北区,3
53049,松原,2
53050,松原市,3
53051,松口蘑,3
53052,松坡湖,3
53053,松子,2
53054,松尾,2
53055,松山,2
53056,松山区,3
53057,松岛,2
53058,松岭,2
53059,松岭区,3
53060,松巴哇,3
53061,松巴哇岛,4
53062,松明,2
53063,松木,2
53064,松本,2
53065,松果,2
53066,松果腺,3
53067,松果体,3
53068,松果体素,4
53069,松柏,2
53070,松桃县,3
53071,松桃苗族自治县,7
53072,松树,2
53073,松江,2
53074,松江区,3
53075,松溪,2
53076,松溪县,3
53077,松滋,2
53078,松滋市,3
53079,松潘,2
53080,松潘县,3
53081,松球,2
53082,松瓤,2
53083,松田,2
53084,松石,2
53085,松科,2
53086,松节油,3
53087,松花江,3
53088,松花蛋,3
53089,松茸,2
53090,松菌,2
53091,松蘑,2
53092,松赞干布,4
53093,松赞干布陵,5
53094,松辽平原,4
53095,松针,2
53096,松阳,2
53097,松阳县,3
53098,松雀,2
53099,松雀鹰,3
53100,松鸡,2
53101,松露,2
53102,松露猪,3
53103,松香,2
53104,松鸦,2
53105,松鹤遐龄,4
53106,松鼠,2
53107,板上钉钉,4
53108,板主,2
53109,板儿爷,3
53110,板凳,2
53111,板刷,2
53112,板报,2
53113,板块,2
53114,板块构造,4
53115,板块理论,4
53116,板壁,2
53117,板子,2
53118,板寸,2
53119,板岩,2
53120,板式塔,3
53121,板房,2
53122,板扎,2
53123,板擦,2
53124,板擦儿,3
53125,板斧,2
53126,板书,2
53127,板板,2
53128,板板 十,4
53129,板栗,2
53130,板梁桥,3
53131,板条,2
53132,板条箱,3
53133,板桩,2
53134,板楼,2
53135,板桥,2
53136,板桥市,3
53137,板油,2
53138,板沟,2
53139,板滞,2
53140,板烟,2
53141,板牙,2
53142,板状,2
53143,板球,2
53144,板皮,2
53145,板眼,2
53146,板砖,2
53147,板筑,2
53148,板纸,2
53149,板结,2
53150,板羽球,3
53151,板胡,2
53152,板脸,2
53153,板蓝根,3
53154,板规,2
53155,板车,2
53156,板门店,3
53157,板门店停战村,6
53158,板鸭,2
53159,板面,2
53160,板鼓,2
53161,枇,1
53162,枇杷,2
53163,枇杷膏,3
53164,枉,1
53165,枉劳,2
53166,枉径,2
53167,枉攘,2
53168,枉死,2
53169,枉法,2
53170,枉然,2
53171,枉费,2
53172,枉顾,2
53173,枊,1
53174,枋,1
53175,枋寮,2
53176,枋寮乡,3
53177,枋山,2
53178,枋山乡,3
53179,枌,1
53180,楠,1
53181,析,1
53182,析出,2
53183,析毫剖厘,4
53184,析疑,2
53185,枒,1
53186,枓,1
53187,枓拱,2
53188,枓栱,2
53189,枕,1
53190,枕冷衾寒,4
53191,枕块,2
53192,枕套,2
53193,枕岩漱流,4
53194,枕巾,2
53195,枕席,2
53196,枕席儿,3
53197,枕心,2
53198,枕戈寝甲,4
53199,枕戈待旦,4
53200,枕木,2
53201,枕状熔岩,4
53202,枕石漱流,4
53203,枕葄,2
53204,枕叶,2
53205,枕藉,2
53206,枕边人,3
53207,枕边故事,4
53208,枕边风,3
53209,枕头,2
53210,枕头套,3
53211,枕头箱,3
53212,枕头蛋糕,4
53213,枕骨,2
53214,林 趾鹑,4
53215,林来疯,3
53216,林克平大学,5
53217,林内,2
53218,林内乡,3
53219,林 哥,3
53220,林则徐,3
53221,林务,2
53222,林区,2
53223,林卡,2
53224,林口,2
53225,林口县,3
53226,林口乡,3
53227,林可霉素,4
53228,林吉特,3
53229,林周,2
53230,林周县,3
53231,林地,2
53232,林堡,2
53233,林场,2
53234,林壑,2
53235,林夜鹰,3
53236,林奈,2
53237,林子,2
53238,林子大了 什么鸟都有,10
53239,林学,2
53240,林家翘,3
53241,林岭雀,3
53242,林州,2
53243,林州市,3
53244,林彪,2
53245,林德布拉德,5
53246,林心如,3
53247,林志玲,3
53248,林忆莲,3
53249,林怀民,3
53250,林旭,2
53251,林书豪,3
53252,林木,2
53253,林村,2
53254,林林总总,4
53255,林柳莺,3
53256,林森,2
53257,林业,2
53258,林檎,2
53259,林冲,2
53260,林沙锥,3
53261,林火,2
53262,林琴南,3
53263,林甸,2
53264,林甸县,3
53265,林立,2
53266,林纾,2
53267,林县,2
53268,林肯,2
53269,林肯郡,3
53270,林芝,2
53271,林茨,2
53272,林荫大道,4
53273,林荫路,3
53274,林荫道,3
53275,林薮,2
53276,林西,2
53277,林西县,3
53278,林语堂,3
53279,林丰正,3
53280,林逋,2
53281,林边,2
53282,林边乡,3
53283,林郑,2
53284,林阴大道,4
53285,林阴路,3
53286,林阴道,3
53287,林雪平,3
53288,林青霞,3
53289,林雕,2
53290,林雕鸮,3
53291,林鹨,2
53292,林鹬,2
53293,林黛玉,3
53294,枘,1
53295,枘凿,2
53296,枙,1
53297,枚,1
53298,枚乘,2
53299,枚卜,2
53300,枚举,2
53301,果,1
53302,果不其然,4
53303,果仁,2
53304,果仁儿,3
53305,果仁密饼,4
53306,果倍爽,3
53307,果冻,2
53308,果味胶糖,4
53309,果品,2
53310,果啤,2
53311,果园,2
53312,果报,2
53313,果如所料,4
53314,果子,2
53315,果子冻,3
53316,果子狸,3
53317,果子酱,3
53318,果子露,3
53319,果实,2
53320,果实散播,4
53321,果实累累,4
53322,果岭,2
53323,果戈里,3
53324,果播,2
53325,果敢,2
53326,果料儿,3
53327,果断,2
53328,果期,2
53329,果木,2
53330,果树,2
53331,果汁,2
53332,果汁机,3
53333,果决,2
53334,果洛,2
53335,果洛州,3
53336,果洛藏族自治州,7
53337,果然,2
53338,果皮,2
53339,果盘,2
53340,果真,2
53341,果穗,2
53342,果粉,2
53343,果糖,2
53344,果肉,2
53345,果脯,2
53346,果腹,2
53347,果胶,2
53348,果若,2
53349,果葡糖浆,4
53350,果蔬,2
53351,果蝇,2
53352,果农,2
53353,果酒,2
53354,果酱,2
53355,果馅饼,3
53356,枝,1
53357,枝丫,2
53358,枝城,2
53359,枝城镇,3
53360,枝子,2
53361,枝干,2
53362,枝晶,2
53363,枝枒,2
53364,枝条,2
53365,枝桠,2
53366,枝江,2
53367,枝江市,3
53368,枝节,2
53369,枝节横生,4
53370,枝繁叶茂,4
53371,枝叶,2
53372,枝蔓,2
53373,枝解,2
53374,枟,1
53375,枯,1
53376,枯干,2
53377,枯寂,2
53378,枯木,2
53379,枯木逢春,4
53380,枯朽,2
53381,枯槁,2
53382,枯水,2
53383,枯水期,3
53384,枯燥,2
53385,枯燥无味,4
53386,枯竭,2
53387,枯茗,2
53388,枯草,2
53389,枯草杆菌,4
53390,枯草热,3
53391,枯萎,2
53392,枯萎病,3
53393,枯叶,2
53394,枯叶剂,3
53395,枰,1
53396,枱,1
53397,枲,1
53398,枳,1
53399,枳实,2
53400,枳壳,2
53401,枵,1
53402,架,1
53403,架上绘画,4
53404,架不住,3
53405,架 郎腿,4
53406,架势,2
53407,架子,2
53408,架子猪,3
53409,架子车,3
53410,架子鼓,3
53411,架式,2
53412,架拐,2
53413,架构,2
53414,架构师,3
53415,架桥,2
53416,架次,2
53417,架空,2
53418,架空历史,4
53419,架空索道,4
53420,架设,2
53421,架走,2
53422,枷,1
53423,枷板,2
53424,枷销,2
53425,枷锁,2
53426,枸,1
53427,枸杞,2
53428,枸杞子,3
53429,枸橘,2
53430,枸橼,2
53431,枸骨,2
53432,枹,1
53433,枻,1
53434,柁,1
53435,柂,1
53436,柃,1
53437,柄,1
53438,柄国,2
53439,柄政,2
53440,柄权,2
53441,柄臣,2
53442,柅,1
53443,柈,1
53444,柊,1
53445,柊叶,2
53446,柎,1
53447,柏,1
53448,柏克莱,3
53449,柏克郡,3
53450,柏孜克里克千佛洞,8
53451,柏崎,2
53452,柏崎刈羽,4
53453,柏崎市,3
53454,柏悦,2
53455,柏拉图,3
53456,柏拉图哲学,5
53457,柏林,2
53458,柏林围墙,4
53459,柏林工业大学,6
53460,柏林墙,3
53461,柏柏尔,3
53462,柏树,2
53463,柏油,2
53464,柏油路,3
53465,柏油马路,4
53466,柏节松操,4
53467,柏举之战,4
53468,柏蒂切利,4
53469,柏辽兹,3
53470,柏乡,2
53471,柏乡县,3
53472,柏青哥,3
53473,某,1
53474,某事,2
53475,某些,2
53476,某人,2
53477,某地,2
53478,某时,2
53479,某某,2
53480,某物,2
53481,某甲,2
53482,某种,2
53483,某处,2
53484,柑,1
53485,柑橘,2
53486,柑橘酱,3
53487,柒,1
53488,染,1
53489,染上,2
53490,染布,2
53491,染厂,2
53492,染指,2
53493,染指垂涎,4
53494,染指于鼎,4
53495,染料,2
53496,染毒,2
53497,染病,2
53498,染织,2
53499,染色,2
53500,染色质,3
53501,染色体,3
53502,染色体 倍体症,7
53503,染色体倍性,5
53504,染风习俗,4
53505,染发,2
53506,染发剂,3
53507,柔,1
53508,柔佛,2
53509,柔佛州,3
53510,柔佛海峡,4
53511,柔和,2
53512,柔媚,2
53513,柔嫩,2
53514,柔弱,2
53515,柔性,2
53516,柔情,2
53517,柔情似水,4
53518,柔情侠骨,4
53519,柔情脉脉,4
53520,柔曼,2
53521,柔滑,2
53522,柔美,2
53523,柔能克刚,4
53524,柔肠寸断,4
53525,柔肤水,3
53526,柔荑花序,4
53527,柔术,2
53528,柔身术,3
53529,柔软,2
53530,柔软剂,3
53531,柔软精,3
53532,柔道,2
53533,柔韧,2
53534,柔顺,2
53535,柔顺剂,3
53536,柘,1
53537,柘城,2
53538,柘城县,3
53539,柘弓,2
53540,柘弹,2
53541,柘荣,2
53542,柘荣县,3
53543,柘榴,2
53544,柘榴石,3
53545,柘树,2
53546,柘浆,2
53547,柘砚,2
53548,柘丝,2
53549,柘蚕,2
53550,柘袍,2
53551,柘黄,2
53552,柙,1
53553,柚,1
53554,柚子,2
53555,柚木,2
53556,柜,1
53557,柝,1
53558,柞,1
53559,柞栎,2
53560,柞水,2
53561,柞水县,3
53562,柢,1
53563,柣,1
53564,柤,1
53565,查,1
53566,查克 诺里斯,6
53567,查克拉,3
53568,查克瑞,3
53569,查出,2
53570,查加斯病,4
53571,查勘,2
53572,查哨,2
53573,查问,2
53574,查夜,2
53575,查字法,3
53576,查封,2
53577,查对,2
53578,查岗,2
53579,查帐,2
53580,查德,2
53581,查戈斯群岛,5
53582,查房,2
53583,查扣,2
53584,查找,2
53585,查抄,2
53586,查拳,2
53587,查探,2
53588,查明,2
53589,查普曼,3
53590,查核,2
53591,查检,2
53592,查水表,3
53593,查没,2
53594,查清,2
53595,查尔斯,3
53596,查尔斯 格雷,6
53597,查尔斯 狄更斯,7
53598,查尔斯顿,4
53599,查获,2
53600,查理大帝,4
53601,查理周刊,4
53602,查看,2
53603,查票员,3
53604,查禁,2
53605,查究,2
53606,查缉,2
53607,查考,2
53608,查处,2
53609,查访,2
53610,查询,2
53611,查调,2
53612,查证,2
53613,查办,2
53614,查铺,2
53615,查阅,2
53616,查韦斯,3
53617,查验,2
53618,查点,2
53619,柦,1
53620,柩,1
53621,柬,1
53622,柬吴哥王朝,5
53623,柬埔寨,3
53624,柮,1
53625,柯,1
53626,柯劭忞,3
53627,柯南 道尔,5
53628,柯坪,2
53629,柯坪县,3
53630,柯城,2
53631,柯城区,3
53632,柯基,2
53633,柯夫塔,3
53634,柯密,2
53635,柯尼斯堡,4
53636,柯式印刷,4
53637,柯文哲,3
53638,柯林,2
53639,柯林斯,3
53640,柯林顿,3
53641,柯棣华,3
53642,柯沙奇病毒,5
53643,柯尔克孜,4
53644,柯尔克孜族,5
53645,柯尔克孜语,5
53646,柯萨奇病毒,5
53647,柯西,2
53648,柯达,2
53649,柯那克里,4
53650,柯里化,3
53651,柰,1
53652,柰子,2
53653,柱,1
53654,柱型图,3
53655,柱塞,2
53656,柱子,2
53657,柱梁,2
53658,柱状图,3
53659,柱石,2
53660,柱身,2
53661,柱头,2
53662,柱体,2
53663,柲,1
53664,柳,1
53665,柳丁,2
53666,柳丁氨醇,4
53667,柳公权,3
53668,柳北,2
53669,柳北区,3
53670,柳南,2
53671,柳南区,3
53672,柳啼花怨,4
53673,柳园,2
53674,柳园镇,3
53675,柳城,2
53676,柳城县,3
53677,柳子戏,3
53678,柳宗元,3
53679,柳州,2
53680,柳州市,3
53681,柳暗花明,4
53682,柳杉,2
53683,柳杞,2
53684,柳林,2
53685,柳林县,3
53686,柳条,2
53687,柳条湖事件,5
53688,柳条沟事件,5
53689,柳条边,3
53690,柳树,2
53691,柳橙,2
53692,柳橙汁,3
53693,柳毅传,3
53694,柳永,2
53695,柳河,2
53696,柳河县,3
53697,柳烟花雾,4
53698,柳营,2
53699,柳琴,2
53700,柳眉,2
53701,柳绿花红,4
53702,柳叶刀,3
53703,柳叶眉,3
53704,柳陌花衢,4
53705,柳雷鸟,3
53706,柳青,2
53707,柳体,2
53708,柳莺,2
53709,柴,1
53710,柴可夫斯基,5
53711,柴油,2
53712,柴油机,3
53713,柴油发动机,5
53714,柴火,2
53715,柴犬,2
53716,柴田,2
53717,柴禾妞,3
53718,柴科夫斯基,5
53719,柴米油盐,4
53720,柴米油盐酱醋茶,7
53721,柴胡,2
53722,柴草,2
53723,柴薪,2
53724,柴车,2
53725,柴达木,3
53726,柴达木盆地,5
53727,柴门,2
53728,柴门小户,4
53729,柴鸡,2
53730,柴电机车,4
53731,柴鱼片,3
53732,栅,1
53733,栅子,2
53734,栅格,2
53735,栅条,2
53736,栅极,2
53737,栅栏,2
53738,栅篱,2
53739,栅门,2
53740,柶,1
53741,柷,1
53742,柸,1
53743,柿,1
53744,査,1
53745,柿子,2
53746,柿子挑软的捏,6
53747,柿子椒,3
53748,柿饼,2
53749,栃,1
53750,栄,1
53751,栐,1
53752,栒,1
53753,栓,1
53754,栓剂,2
53755,栓塞,2
53756,栓子,2
53757,栓皮,2
53758,栓皮栎,3
53759,栔,1
53760,栗啄木鸟,4
53761,栗喉蜂虎,4
53762,栗喉鵙鹛,4
53763,栗子,2
53764,栗斑杜鹃,4
53765,栗斑腹鹀,4
53766,栗树鸭,3
53767,栗耳短脚鹎,5
53768,栗耳凤鹛,4
53769,栗耳鹀,3
53770,栗背伯劳,4
53771,栗背奇鹛,4
53772,栗背岩鹨,4
53773,栗背短翅鸫,5
53774,栗背短脚鹎,5
53775,栗腹文鸟,4
53776,栗腹歌鸲,4
53777,栗腹矶鸫,4
53778,栗腹,2
53779,栗臀,2
53780,栗色,2
53781,栗苇鳽,3
53782,栗头 色鸫,5
53783,栗头地莺,4
53784,栗头蜂虎,4
53785,栗头雀鹛,4
53786,栗头鹟莺,4
53787,栗颊噪鹛,4
53788,栗颈噪鹛,4
53789,栗额鵙鹛,4
53790,栗鸢,2
53791,栗鳽,2
53792,栗鸮,2
53793,栗鹀,2
53794,栗鼠,2
53795,栘,1
53796,栝,1
53797,栟,1
53798,校,1
53799,校内,2
53800,校刊,2
53801,校勘,2
53802,校区,2
53803,校友,2
53804,校名,2
53805,校园,2
53806,校地,2
53807,校场,2
53808,校外,2
53809,校官,2
53810,校尉,2
53811,校对,2
53812,校徽,2
53813,校庆,2
53814,校招,2
53815,校方,2
53816,校历,2
53817,校服,2
53818,校样,2
53819,校歌,2
53820,校正,2
53821,校准,2
53822,校监,2
53823,校舍,2
53824,校花,2
53825,校草,2
53826,校规,2
53827,校订,2
53828,校训,2
53829,校车,2
53830,校运会,3
53831,校释,2
53832,校长,2
53833,校阅,2
53834,校际,2
53835,校霸,2
53836,校风,2
53837,校验,2
53838,校验码,3
53839,校闹,2
53840,栩,1
53841,栩栩,2
53842,栩栩如生,4
53843,栩栩生辉,4
53844,株,1
53845,株守,2
53846,株式会社,4
53847,株治,2
53848,株洲,2
53849,株洲市,3
53850,株距,2
53851,株连,2
53852,栫,1
53853,栭,1
53854,筏,1
53855,栱,1
53856,栲,1
53857,栲属,2
53858,栲栳,2
53859,栲胶,2
53860,栳,1
53861,栴,1
53862,栴檀,2
53863,栵,1
53864,核,1
53865,核不扩散,4
53866,核事件,3
53867,核仁,2
53868,核僵持,3
53869,核儿,2
53870,核冬天,3
53871,核准,2
53872,核出口控制,5
53873,核分裂,3
53874,核动力,3
53875,核动力航空母舰,7
53876,核势,2
53877,核原料,3
53878,核反应,3
53879,核反应堆,4
53880,核反击,3
53881,核合成,3
53882,核问题,3
53883,核国家,3
53884,核地雷,3
53885,核均势,3
53886,核型,2
53887,核大国,3
53888,核威慑,3
53889,核威慑力量,5
53890,核威慑政策,5
53891,核子,2
53892,核子医学,4
53893,核定,2
53894,核实,2
53895,核对,2
53896,核对峙,3
53897,核对帐目,4
53898,核导弹,3
53899,核小体,3
53900,核屏蔽,3
53901,核工业,3
53902,核工程,3
53903,核废物,3
53904,核弹,2
53905,核弹头,3
53906,核心,2
53907,核战,2
53908,核战斗部,4
53909,核技术,3
53910,核推进,3
53911,核扩散,3
53912,核查,2
53913,核查小组,4
