Word,lengths
明里,2
明里暗里,4
明镜,2
明镜高悬,4
昏,1
昏乱,2
昏倒,2
昏厥,2
昏君,2
昏天黑地,4
昏头,2
昏头昏脑,4
昏定晨省,4
昏庸,2
昏昏欲睡,4
昏昏沉沉,4
昏暗,2
昏沉,2
昏睡,2
昏睡病,3
昏聩,2
昏花,2
昏过去,3
昏迷,2
昏迷不醒,4
昑,1
昒,1
易,1
易主,2
易事,2
易于,2
易于反掌,4
易传,2
易初莲花,4
易北河,3
易卜拉辛,4
易卜生,3
易县,2
易取得,3
易变,2
易变质,3
易司马仪,4
易如反掌,4
易如翻掌,4
易孕,2
易学,2
易守难攻,4
易容,2
易建联,3
易开罐,3
易弯,2
易感,2
易懂,2
易手,2
易拉宝,3
易拉罐,3
易挥发,3
易损性,3
易接近,3
易洛魁,3
易游网,3
易溶,2
易激惹,3
易燃物,3
易燃物品,4
易爆,2
易理解,3
易用性,3
易碎,2
易科罚金,4
易经,2
易腐败,3
易蒙停,3
易言之,3
易读,2
易趣,2
易逝,2
易门,2
易门县,3
易饥症,3
昔,1
昔年,2
昔日,2
昔阳,2
昔阳县,3
昕,1
昙,1
昙花,2
昙花一现,4
昜,1
昝,1
昞,1
星,1
星二代,3
星云,2
星云表,3
星体,2
星光,2
星冰乐,3
星历,2
星号,2
星名,2
星命家,3
星团,2
星图,2
星型网,3
星头啄木鸟,5
星官,2
星家,2
星宿,2
星宿海,3
星岛,2
星岛日报,4
星巴克,3
星座,2
星座运势,4
星斗,2
星星,2
星星之火,4
星星之火，可以燎原,9
星曜,2
星月,2
星期,2
星期一,3
星期三,3
星期二,3
星期五,3
星期六,3
星期几,3
星期四,3
星期天,3
星期日,3
星术,2
星条旗,3
星汉,2
星洲,2
星洲日报,4
星流电击,4
星流霆击,4
星海争霸,4
星火,2
星球,2
星球大战,4
星盘,2
星相,2
星相十足,4
星相图,3
星相学,3
星相家,3
星相师,3
星相术,3
星移斗转,4
星空,2
星等,2
星系,2
星系盘,3
星级,2
星罗棋布,4
星群,2
星表,2
星象,2
星象图,3
星象恶曜,4
星辰,2
星际,2
星际争霸,4
星际大战,4
星际旅行,4
星驰,2
星鸦,2
映,1
映像,2
映像管,3
映入,2
映入眼帘,4
映入脑海,4
映射,2
映射过程,4
映山红,3
映演,2
映照,2
映衬,2
映象文件,4
昡,1
昣,1
昤,1
春,1
春令,2
春假,2
春光,2
春光乍泄,4
春光明媚,4
春兴,2
春凳,2
春分,2
春分点,3
春化,2
春卷,2
春困,2
春夏秋冬,4
春大麦,3
春天,2
春妇,2
春季,2
春宫,2
春岑,2
春川市,3
春心,2
春情,2
春意,2
春播,2
春日,2
春日乡,3
春日部,3
春晖,2
春晚,2
春景,2
春柳,2
春柳剧场,4
春柳社,3
春梦,2
春武里府,4
春汛,2
春江水暖鸭先知,7
春江花月夜,5
春游,2
春灌,2
春灯谜,3
春生，夏长，秋收，冬藏,11
春画,2
春秋,2
春秋三传,4
春秋五霸,4
春秋大梦,4
春秋左氏传,5
春秋战国,4
春秋战国时代,6
春秋时代,4
春秋繁露,4
春秋鼎盛,4
春笋,2
春耕,2
春联,2
春色,2
春节,2
春节联欢晚会,6
春茶,2
春药,2
春菇,2
春蚕,2
春试,2
春贴,2
春运,2
春酒,2
春闱,2
春雨,2
春霖,2
春风一度,4
春风化雨,4
春风和气,4
春风得意,4
春风深醉的晚上,7
春风满面,4
春饼,2
春黄菊,3
春黄菊属,4
昦,1
昧,1
昧心,2
昧旦,2
昧死,2
昧没,2
昧良心,3
昨,1
昨儿,2
昨儿个,3
昨夜,2
昨天,2
昨日,2
昨晚,2
昪,1
昫,1
昭,1
昭和,2
昭平,2
昭平县,3
昭披耶帕康,5
昭披耶河,4
昭然若揭,4
昭示,2
昭苏,2
昭苏县,3
昭觉,2
昭觉县,3
昭通,2
昭通市,3
昭阳,2
昭阳区,3
昭雪,2
是,1
是不是,3
是以,2
是可忍，孰不可忍,8
是否,2
是味儿,3
是德科技,4
是拉差,3
是故,2
是日,2
是的,2
是药三分毒,5
是荷,2
是非,2
是非不分,4
是非之地,4
是非分明,4
是非曲直,4
是非自有公论,6
是非莫辨,4
是骡子是马，拉出来遛遛,11
是骡子是马，牵出来遛遛,11
昱,1
昱日,2
昱昱,2
昳,1
昴,1
昴宿星团,4
昴星团,3
昵,1
昵比,2
昵爱,2
昵称,2
昶,1
昺,1
昻,1
昼,1
昼伏夜出,4
昼夜,2
昼夜平分点,5
昼夜节律,4
昼短夜长,4
昽,1
显,1
显像,2
显像管,3
显出,2
显卡,2
显存,2
显学,2
显宦,2
显山露水,4
显弄,2
显形,2
显影,2
显影剂,3
显得,2
显微,2
显微学,3
显微解剖学,5
显微镜,3
显微镜座,4
显微镜载片,5
显怀,2
显性,2
显性基因,4
显扬,2
显摆,2
显效,2
显明,2
显晦,2
显晶,2
显灵,2
显焓,2
显然,2
显现,2
显生代,3
显生宙,3
显白,2
显目,2
显眼,2
显示,2
显示卡,3
显示器,3
显示屏,3
显示板,3
显祖,2
显耀,2
显老,2
显考,2
显而易见,4
显职,2
显花植物,4
显著,2
显要,2
显见,2
显豁,2
显贵,2
显赫,2
显赫人物,4
显达,2
显镜,2
显露,2
显露出,3
晁,1
晃,1
晃动,2
晃悠,2
晃晃悠悠,4
晃荡,2
晄,1
晅,1
晋,1
晋中,2
晋中市,3
晋书,2
晋代,2
晋升,2
晋县,2
晋城,2
晋城市,3
晋安,2
晋安区,3
晋察冀,3
晋州,2
晋州市,3
晋惠帝,3
晋文公,3
晋朝,2
晋江,2
晋江市,3
晋源,2
晋源区,3
晋爵,2
晋级,2
晋见,2
晌,1
晌午,2
晏,1
晏婴,2
晏子,2
晏子春秋,4
晏平仲,3
晏驾,2
晑,1
晒,1
晒伤,2
晒友,2
晒图,2
晒太阳,3
晒娃,2
晒娃族,3
晒客,2
晒干,2
晒斑,2
晒衣绳,3
晒骆驼,3
晒黑,2
晓,1
晓以大义,4
晓喻,2
晓得,2
晓示,2
晓谕,2
晔,1
晕,1
晕乎,2
晕倒,2
晕厥,2
晕场,2
晕头,2
晕头转向,4
晕机,2
晕染,2
晕死,2
晕池,2
晕眩,2
晕糊,2
晕船,2
晕菜,2
晕血,2
晕血症,3
晕车,2
晕针,2
晕高儿,3
晖,1
晖映,2
晗,1
晙,1
晚,1
晚上,2
晚上好,3
晚世,2
晚会,2
晚半天儿,4
晚场,2
晚婚晚育,4
晚安,2
晚宴,2
晚年,2
晚归,2
晚报,2
晚晌,2
晚景,2
晚期,2
晚期癌症,4
晚清,2
晚点,2
晚班,2
晚生,2
晚礼服,3
晚祷,2
晚育,2
晚车,2
晚辈,2
晚近,2
晚间,2
晚霞,2
晚餐,2
晚饭,2
晜,1
晞,1
晟,1
晡,1
晢,1
晤,1
晤谈,2
晤面,2
晥,1
晦,1
晦暗,2
晦气,2
晦涩,2
晨,1
晨勃,2
晨报,2
晨昏,2
晨昏定省,4
晨星,2
晨曦,2
晨歌,2
晨祷,2
晨练,2
晨钟暮鼓,4
晨间,2
晨露,2
晩,1
晪,1
晫,1
晬,1
普,1
普丁,2
普世,2
普世基督教,5
普世教会,4
普京,2
普什图语,4
普信男,3
普兰,2
普兰县,3
普列谢茨克,5
普列谢茨克卫星发射场,10
普利司通,4
普利托里亚,5
普利策奖,4
普利茅斯,4
普加乔夫,4
普及,2
普吉,2
普天下,3
普天同庆,4
普契尼,3
普宁,2
普宁市,3
普安,2
普安县,3
普定,2
普定县,3
普密蓬·阿杜德,7
普尔热瓦尔斯基,7
普希金,3
普度众生,4
普拉,2
普拉亚,3
普拉提,3
普拉提斯,4
普拉达,3
普普艺术,4
普普通通,4
普朗克,3
普朗克常数,5
普林斯顿,4
普林斯顿大学,6
普查,2
普格,2
普格县,3
普桑,2
普氏,2
普氏小羚羊,5
普氏立克次体,6
普氏野马,4
普法,2
普法战争,4
普洱,2
普洱哈尼族彝族自治县,10
普洱市,3
普洱茶,3
普济众生,4
普渡大学,4
普照,2
普立兹奖,4
普米族,3
普级,2
普罗,2
普罗列塔利亚,6
普罗大众,4
普罗夫迪夫,5
普罗扎克,4
普罗提诺,4
普罗旺斯,4
普罗旺斯语,5
普罗科菲夫,5
普罗米修斯,5
普罗维登斯,5
普罗迪,3
普考,2
普莱斯,3
普莱费尔,4
普萘洛尔,4
普西,2
普贤,2
普贤菩萨,4
普赛,2
普适,2
普选,2
普选权,3
普通,2
普通䴓,3
普通中学,4
普通人,3
普通名词,4
普通夜鹰,4
普通教育,4
普通朱雀,4
普通楼燕,4
普通民众,4
普通法,3
普通海鸥,4
普通潜鸟,4
普通燕鸥,4
普通燕鸻,4
普通秋沙鸭,5
普通秧鸡,4
普通翠鸟,4
普通老百姓,5
普通股,3
普通角闪石,5
普通话,3
普通话水平测试,7
普通赤杨,4
普通车,3
普通高等学校招生全国统一考试,14
普通鸬鹚,4
普通鹰鹃,4
普通𫛭,3
普遍,2
普遍化,3
普遍性,3
普遍性假设,5
普里什蒂纳,5
普里切特,4
普陀,2
普陀区,3
普陀山,3
普降,2
普雷克斯流程,6
普雷斯堡,4
普雷斯顿,4
普食,2
普鲁东,3
普鲁东主义,5
普鲁卡因,4
普鲁士,3
普鲁斯特,4
景,1
景东,2
景东县,3
景东彝族自治县,7
景仰,2
景况,2
景区,2
景县,2
景宁,2
景宁县,3
景宁畲乡,4
景宁畲族自治县,7
景山,2
景山公园,4
景德镇,3
景德镇市,4
景教,2
景气,2
景泰,2
景泰县,3
景泰蓝,3
景洪,2
景洪市,3
景深,2
景点,2
景物,2
景福宫,3
景致,2
景色,2
景观,2
景观设计,4
景谷,2
景谷傣族彝族自治县,9
景谷县,3
景象,2
景遇,2
景颇,2
景颇族,3
晰,1
晳,1
晴,1
晴天,2
晴天霹雳,4
晴好,2
晴时多云,4
晴朗,2
晴空万里,4
晴隆,2
晴隆县,3
晴雨,2
晴雨表,3
晶,1
晶亮,2
晶体,2
晶体管,3
晶体结构,4
晶光,2
晶圆,2
晶振,2
晶明,2
晶晶,2
晶格,2
晶片,2
晶状,2
晶状体,3
晶系,2
晶莹,2
晶闸管,3
晷,1
智,1
智人,2
智利,2
智力,2
智力低下,4
智力测验,4
智力玩具,4
智取,2
智商,2
智商税,3
智囊团,3
智囊机构,4
智多星,3
智库,2
智异山,3
智慧,2
智慧产权,4
智慧型手机,5
智慧财产,4
智慧齿,3
智熄,2
智牙,2
智珠在握,4
智神星,3
智者,2
智者千虑，必有一失,9
智育,2
智能,2
智能卡,3
智能手机,4
智能设计,4
智能障碍,4
智识,2
智谋,2
智障,2
智障人士,4
智驾,2
智齿,2
智𫖮,2
晾,1
晾干,2
晾晒,2
晾衣夹,3
晾衣架,3
晾衣绳,3
晿,1
暁,1
暂,1
暂且,2
暂住证,3
暂停,2
暂停键,3
暂定,2
暂态,2
暂息,2
暂搁,2
暂时,2
暂牙,2
暂短,2
暂缓,2
暂缺,2
暂行,2
暄,1
暄腾,2
暆,1
暇,1
暋,1
暌,1
暌违,2
暍,1
暑,1
暑促,2
暑假,2
暑天,2
暑期,2
暑期学校,4
暑气,2
暑温,2
暑热,2
暑瘟,2
暒,1
暔,1
暕,1
暖,1
暖化,2
暖和,2
暖壶,2
暖宝宝,3
暖巢管家,4
暖意,2
暖房,2
暖暖,2
暖暖包,3
暖暖区,3
暖棚,2
暖气,2
暖气机,3
暖气片,3
暖水瓶,3
暖洋洋,3
暖流,2
暖炉,2
暖烘烘,3
暖瓶,2
暖男,2
暖色,2
暖融融,3
暖调,2
暖轿,2
暖锋,2
暖阁,2
暖风,2
暗,1
暗中,2
暗中监视,4
暗亏,2
暗井,2
暗伤,2
暗光鸟,3
暗公鸟,3
暗冕鹪莺,4
暗号,2
暗合,2
暗含,2
暗哨,2
暗哨儿,3
暗喜,2
暗喻,2
暗器,2
暗地,2
暗地里,3
暗堡,2
暗处,2
暗娼,2
暗室,2
暗害,2
暗察明访,4
暗影,2
暗恋,2
暗想,2
暗扣,2
暗指,2
暗探,2
暗无天日,4
暗星云,3
暗昧,2
暗暗,2
暗杀,2
暗桩,2
暗沙,2
暗沟,2
暗河,2
暗流,2
暗淡,2
暗渠,2
暗渡陈仓,4
暗滞,2
暗滩,2
暗潮,2
暗灰鹃鵙,4
暗煅,2
暗爽,2
暗物质,3
暗疔,2
暗疮,2
暗疾,2
暗盒,2
暗礁,2
暗示,2
暗笑,2
暗算,2
暗箭,2
暗箱,2
暗箱操作,4
暗线光谱,4
暗经,2
暗绿柳莺,4
暗绿绣眼鸟,5
暗绿背鸬鹚,5
暗网,2
暗背雨燕,4
暗胸朱雀,4
暗能量,3
暗腹雪鸡,4
暗自,2
暗色鸦雀,4
暗花儿,3
暗藏,2
暗袋,2
暗记,2
暗记儿,3
暗访,2
暗语,2
暗转,2
暗送秋波,4
暗适应,3
暗道,2
暗里,2
暗锁,2
暗间儿,3
暗香,2
暗香疏影,4
暗骂,2
暗鹭,2
暗黑,2
暗黑破坏神,5
暜,1
暝,1
暞,1
暠,1
暡,1
暡曚,2
暦,1
暧,1
暧昧,2
暧昧关系,4
暨,1
暨今,2
暨南大学,4
暨大,2
暪,1
暮,1
暮岁,2
暮年,2
暮景,2
暮气,2
暮色,2
暮色苍茫,4
暮霭,2
暮鼓晨钟,4
暲,1
暴,1
暴乱,2
暴光,2
暴击,2
暴利,2
暴利税,3
暴力,2
暴力分拣,4
暴力法,3
暴力犯罪,4
暴动,2
暴卒,2
暴发,2
暴发户,3
暴君,2
暴富,2
暴徒,2
暴怒,2
暴恐,2
暴戾,2
暴打,2
暴扣,2
暴政,2
暴敛,2
暴晒,2
暴死,2
暴殄天物,4
暴毙,2
暴民,2
暴洪,2
暴涨,2
暴漫,2
暴烈,2
暴热,2
暴燥,2
暴牙,2
暴病,2
暴瘦,2
暴胖,2
暴虎冯河,4
暴虐,2
暴行,2
暴论,2
暴走,2
暴走族,3
暴走漫画,4
暴走鞋,3
暴跌,2
暴跳如雷,4
暴躁,2
暴雨,2
暴雪鹱,3
暴雷,2
暴露,2
暴露无遗,4
暴露狂,3
暴露癖,3
暴风,2
暴风圈,3
暴风雨,3
暴风雪,3
暴风骤雨,4
暴食,2
暴食症,3
暴饮暴食,4
暴龙,2
暴龙属,3
暴龙科,3
暵,1
暶,1
暸,1
暹,1
暹粒,2
暹罗,2
暹罗语,3
暹逻,2
暻,1
暾,1
暾欲谷,3
曀,1
曈,1
曌,1
曐,1
曑,1
曒,1
曓,1
曘,1
曙,1
曙光,2
曙红朱雀,4
曙色,2
曚,1
曚昽,2
曛,1
曜,1
曝,1
曝光,2
曝光表,3
曝晒,2
曝露,2
曦,1
曩,1
曰,1
曱,1
曱甴,2
曲,1
曲别针,3
曲周,2
曲周县,3
曲奇,2
曲子,2
曲射,2
曲射炮,3
曲尺,2
曲尺楼梯,4
曲度,2
曲意,2
曲意逢迎,4
曲折,2
曲松,2
曲松县,3
曲柄,2
曲柄钻,3
曲棍,2
曲棍球,3
曲水,2
曲水县,3
曲江,2
曲江区,3
曲池穴,3
曲沃,2
曲沃县,3
曲率,2
曲率向量,4
曲目,2
曲直,2
曲突徙薪,4
曲笔,2
曲线,2
曲线图,3
曲线拟合,4
曲线救国,4
曲线论,3
曲线锯,3
曲终奏雅,4
曲肱而枕,4
曲艺,2
曲蟮,2
曲解,2
曲调,2
曲轴,2
曲里拐弯,4
曲阜,2
曲阜孔庙,4
曲阜市,3
曲阳,2
曲阳县,3
曲霉毒素,4
曲靖,2
曲靖市,3
曲面,2
曲面论,3
曲颈瓶,3
曲高和寡,4
曲麻莱,3
曲麻莱县,4
曳,1
曳光弹,3
曳尾鹱,3
曳引车,3
曳步舞,3
更,1
更上一层楼,5
更为,2
更仆难数,4
更代,2
更加,2
更动,2
更卒,2
更博,2
更名,2
更夫,2
更始,2
更年期,3
更张,2
更换,2
更改,2
更新,2
更新世,3
更新换代,4
更新版,3
更是,2
更替,2
更有甚者,4
更楼,2
更次,2
更正,2
更深,2
更深人静,4
更漏,2
更生,2
更番,2
更胜,2
更胜一筹,4
更衣,2
更衣室,3
更迭,2
更递,2
更阑,2
更高性能,4
更鼓,2
曷,1
曹,1
曹不兴,3
曹丕,2
曹余章,3
曹冲,2
曹刚川,3
曹县,2
曹参,2
曹操,2
曹植,2
曹白鱼,3
曹禺,2
曹锟,2
曹雪芹,3
曹靖华,3
曹魏,2
曻,1
曼,1
曼切斯特,4
曼哈坦,3
曼哈顿,3
曼哈顿区,4
曼城,2
曼城队,3
曼妙,2
曼妥思,3
曼尼托巴,4
曼岛,2
曼彻斯特,4
曼彻斯特编码,6
曼德勒,3
曼德拉,3
曼波,2
曼波鱼,3
曼海姆,3
曼珠沙华,4
曼联,2
曼苏尔,3
曼荷莲女子学院,7
曼荷莲学院,5
曼荼罗,3
曼谷,2
曼达尔,3
曼陀罗,3
曽,1
曾,1
曾几何时,4
曾参,2
曾国藩,3
曾外祖母,4
曾外祖父,4
曾子,2
曾孙,2
曾孙女,3
曾孝谷,3
曾巩,2
曾庆红,3
曾朴,2
曾祖,2
曾祖母,3
曾祖父,3
曾祖父母,4
曾繁仁,3
曾纪泽,3
曾经,2
曾经沧海,4
曾经沧海难为水，除却巫山不是云,15
曾荫权,3
曾都,2
曾都区,3
曾金燕,3
替,1
替代,2
替代品,3
替代燃料,4
替古人担忧,5
替古人耽忧,5
替工,2
替换,2
替死鬼,3
替班,2
替班儿,3
替罪,2
替罪羊,3
替罪羔羊,4
替补,2
替补队员,4
替角,2
替角儿,3
替身,2
替身演员,4
替餐,2
最,1
最为,2
最优,2
最优化,3
最优解,3
最低潮,3
最低点,3
最低谷,3
最低限度,4
最低音,3
最佳,2
最佳利益,4
最佳化,3
最先,2
最初,2
最后,2
最后一天,4
最后晚餐,4
最后期限,4
最后的晚餐,5
最后通牒,4
最善,2
最喜爱,3
最多,2
最大似然估计,6
最大公因子,5
最大公约数,5
最大化,3
最大速率,4
最好,2
最好是,3
最密堆积,4
最小二乘,4
最小值,3
最小公倍数,5
最小公分母,5
最小化,3
最小平方法,5
最少,2
最年长,3
最惠国,3
最惠国待遇,5
最新,2
最终,2
最终幻想,4
最近,2
最近几年,4
最远,2
最高,2
最高人民检察院,7
最高人民法院,6
最高工资限额,6
最高法院,4
最高等,3
最高限额,4
最高音,3
朁,1
朅,1
朆,1
月,1
月下老人,4
月下花前,4
月中,2
月事,2
月亏,2
月亮,2
月亮女神号,5
月亮杯,3
月令,2
月份,2
月份会议,4
月份牌,3
月供,2
月信,2
月俸,2
月偏食,3
月光,2
月光族,3
月光石,3
月全食,3
月分,2
月刊,2
月初,2
月利,2
月半,2
月华,2
月历,2
月台,2
月台幕门,4
月台票,3
月坑,2
月城,2
月壤,2
月夕,2
月夜,2
月头儿,3
月女神,3
月婆子,3
月嫂,2
月子,2
月子病,3
月孛,2
月季,2
月宫,2
月尾,2
月岩,2
月工,2
月底,2
月度,2
月径,2
月息,2
月报,2
月支,2
月收入,3
月晕,2
月曜日,3
月月,2
月朔,2
月末,2
月杪,2
月桂,2
月桂冠,3
月桂叶,3
月桂树,3
月桂树叶,4
月氏,2
月海,2
月湖,2
月湖区,3
月牙,2
月牙形,3
月球,2
月球车,3
月琴,2
月盲症,3
月相,2
月票,2
月经,2
月经垫,3
月经棉栓,4
月缺,2
月老,2
月色,2
月芽,2
月蓝,2
月薪,2
月蚀,2
月轮,2
月钱,2
月阑,2
月食,2
月饼,2
月鳢,2
月黑,2
月黑天,3
有,1
有一些,3
有一句没一句,6
有一套,3
有一手,3
有一拼,3
有一搭无一搭,6
有一搭没一搭,6
有一次,3
有一点,3
有一点儿,4
有一腿,3
有一说一,4
有一说一，有二说二,9
有不少名堂,5
有丝分裂,4
有两下子,4
有为,2
有为有守,4
有主见,3
有了,2
有了胎,3
有事,2
有亏职守,4
有些,2
有些人,3
有产者,3
有人,2
有人情,3
有人想你,4
有仇不报非君子,7
有仇不报非君子，有冤不伸枉为人,15
有价值,3
有价证券,4
有份,2
有何贵干,4
有余,2
有作用,3
有借有还，再借不难,9
有偿,2
有关,2
有关各方,4
有关联,3
有兴趣,3
有其师，必有其徒,8
有其父必有其子,7
有决心,3
有则改之，无则加勉,9
有创造力,4
有利,2
有利于,3
有利可图,4
有利有弊,4
有别,2
有力,2
有办法,3
有加,2
有助,2
有助于,3
有劲,2
有劳,2
有勇无谋,4
有卖相,3
有印象,3
有去无回,4
有口无心,4
有口皆碑,4
有可能,3
有史以来,4
有司,2
有名,2
有名亡实,4
有名无实,4
有味,2
有商有量,4
有喜,2
有嘴无心,4
有嘴没舌,4
有型,2
有增无减,4
有增无已,4
有声书,3
有声有色,4
有声读物,4
有备无患,4
有备而来,4
有夏,2
有够,2
有夫之妇,4
有失,2
有失厚道,4
有失身份,4
有失远迎,4
有头无尾,4
有头有尾,4
有头有脸,4
有奶便是娘,5
有奶就是娘,5
有如,2
有妇之夫,4
有始无终,4
有始有终,4
有子存焉,4
有孔虫,3
有学问,3
有害,2
有害无利,4
有害无益,4
有局,2
有屁快放,4
有希望,3
有帮助,3
有年,2
有年头,3
有幸,2
有序,2
有序化,3
有弹性,3
有形,2
有影响,3
有征无战,4
有待,2
有得一比,4
有得有失,4
有德行,3
有心,2
有心人,3
有心眼,3
有志,2
有志气,3
有志竟成,4
有志者事竟成,6
有性生殖,4
有怪莫怪,4
有恃无恐,4
有恒,2
有息,2
有悖于,3
有情,2
有情人,3
有情人终成眷属,7
有情有义,4
有惊无险,4
有意,2
有意义,3
有意思,3
有意无意,4
有意栽花花不发，无心插柳柳成阴,15
有意识,3
有感而发,4
有戏,2
有成,2
有所,2
有所不同,4
有所作为,4
有所得必有所失,7
有手有脚,4
有才干,3
有损,2
有损压缩,4
有排面,3
有搞头,3
有攻击性,4
有效,2
有效性,3
有效措施,4
有效日期,4
有效期,3
有效期内,4
有效负载,4
有教无类,4
有教无类法,5
有数,2
有料,2
有新意,3
有方,2
有无,2
有无相通,4
有时,2
有时候,3
有望,2
有朝,2
有朝一日,4
有期徒刑,4
有木有,3
有本事,3
有本钱,3
有机,2
有机体,3
有机分子,4
有机化合物,5
有机化学,4
有机可乘,4
有机土,3
有机氮,3
有机物,3
有机玻璃,4
有机磷,3
有机磷毒剂,5
有机磷酸酯类,6
有机肥,3
有权,2
有权势者,4
有权威,3
有条不紊,4
有条有理,4
有条纹,3
有板有眼,4
有枝有叶,4
有染,2
有样学样,4
有核国家,4
有棱有角,4
有次,2
有次序,3
有毅力,3
有毒,2
有气无力,4
有气派,3
有气质,3
有气音,3
有氧健身操,5
有氧操,3
有氧运动,4
有水,2
有求必应,4
有沉有浮,4
有没有,3
有活力,3
有源区,3
有滋有味,4
有潜力,3
有点,2
有点儿,3
有烟煤,3
有理,2
有理式,3
有理数,3
有理数域,4
有理数集,4
有生之年,4
有生以来,4
有用,2
有电,2
有界,2
有病,2
有百利而无一害,7
有百利而无一弊,7
有百害而无一利,7
有的,2
有的放矢,4
有的时候,4
有的是,3
有的没有的,5
有的没的,4
有益,2
有益处,3
有目共睹,4
有目共见,4
有目共赏,4
有目无睹,4
有眉目,3
有眼不识泰山,6
有眼光,3
有眼力见儿,5
有眼无珠,4
有着,2
有码,2
有碍,2
有礼貌,3
有神论,3
有神论者,4
有福,2
有福同享，有祸同当,9
有福同享，有难同当,9
有种,2
有穷,2
有空,2
有空儿,3
有精神病,4
有系统,3
有约在先,4
有线,2
有线新闻网,5
有线电视,4
有统计学意义,6
有编制,3
有缘,2
有缘无分,4
有罪,2
有罪不罚,4
有耐久力,4
有联系,3
有肩膀,3
有胆量,3
有能力,3
有脸,2
有腔调,3
有良心,3
有色,2
有色人种,4
有色无胆,4
有色金属,4
有节,2
有节制,3
有苦说不出,5
有荤有素,4
有袋类,3
有解,2
有识之士,4
有话快说,4
有话要说,4
有说有笑,4
有请,2
有谱,2
有谱儿,3
有责任,3
有资格,3
有赖,2
有赖于,3
有趣,2
有蹄动物,4
有轨,2
有轨电车,4
有边儿,3
有过之而无不及,7
有违,2
有道,2
有道是,3
有道理,3
有鉴于此,4
有钩绦虫,4
有钱,2
有钱人,3
有钱有势,4
有钱有闲,4
有钱能使鬼推磨,7
有阴影,3
有限,2
有限元,3
有限元法,4
有限公司,4
有限单元,4
有限群,3
有限集,3
有雄心,3
有顷,2
有预谋,3
有颌,2
有风,2
有魅力,3
朊,1
朊毒体,3
朊病毒,3
朋,1
朋克,2
朋党,2
朋友,2
朋友圈,3
朋友妻不可欺,6
朋比为奸,4
朋驰,2
服,1
服丧,2
服事,2
服从,2
服他灵,3
服仪,2
服众,2
服侍,2
服兵役,3
服刑,2
服务,2
服务业,3
服务台,3
服务员,3
服务器,3
服务广告协议,6
服务提供商,5
服务提供者,5
服务生,3
服务规章,4
服务质量,4
服务费,3
服帖,2
服役,2
服服,2
服服帖帖,4
服毒,2
服气,2
服法,2
服满,2
服用,2
服硬,2
服罪,2
服老,2
服膺,2
服药,2
服药过量,4
服装,2
服装秀,3
服贴,2
服贸,2
服软,2
服输,2
服辩,2
服食,2
服饰,2
朏,1
朐,1
朓,1
朔,1
朔城,2
朔城区,3
朔州,2
朔州市,3
朔日,2
朔月,2
朔望,2
朔望潮,3
朔风,2
朔风凛冽,4
朕,1
朕兆,2
朗,1
朗县,2
朗吟,2
朗姆,2
朗姆酒,3
朗文,2
朗朗上口,4
朗照,2
朗诵,2
朗读,2
朘,1
朙,1
望,1
望京,2
望夫石,3
望奎,2
望奎县,3
望女成凤,4
望子成龙,4
望安,2
望安乡,3
望尘莫及,4
望文生义,4
望族,2
望日,2
望月,2
望梅止渴,4
望楼,2
望江,2
望江县,3
望洋,2
望洋兴叹,4
望眼欲穿,4
望而兴叹,4
望而却步,4
望而生畏,4
望花,2
望花区,3
望见,2
望诊,2
望谟,2
望谟县,3
望远瞄准镜,5
望远镜,3
望远镜座,4
望都,2
望都县,3
望风,2
望风捕影,4
望风而逃,4
朝,1
朝三暮四,4
朝不保夕,4
朝不虑夕,4
朝中,2
朝中社,3
朝乾夕惕,4
朝代,2
朝令夕改,4
朝前,2
朝劳动党,4
朝后,2
朝向,2
朝圣,2
朝圣者,3
朝夕,2
朝夕相处,4
朝天,2
朝天区,3
朝天椒,3
朝山进香,4
朝庭,2
朝廷,2
朝思暮想,4
朝战,2
朝房,2
朝拜,2
朝拜圣山,4
朝族,2
朝日,2
朝日放送,4
朝日新闻,4
朝曦,2
朝服,2
朝朝,2
朝朝暮暮,4
朝核问题,4
朝歌,2
朝歌镇,3
朝气,2
朝气蓬勃,4
朝永振一郎,5
朝珠,2
朝生暮死,4
朝着,2
朝秦暮楚,4
朝纲,2
朝臣,2
朝花夕拾,4
朝见,2
朝觐,2
朝贡,2
朝过夕改,4
朝野,2
朝门,2
朝闻夕改,4
朝阳,2
朝阳产业,4
朝阳区,3
朝阳县,3
朝阳市,3
朝阳门,3
朝雨,2
朝露,2
朝露暮霭,4
朝露溘至,4
朝韩,2
朝饔夕飧,4
朝鲜,2
朝鲜中央通讯社,7
朝鲜人,3
朝鲜八道,4
朝鲜劳动党,5
朝鲜半岛,4
朝鲜太宗,4
朝鲜字母,4
朝鲜总督府,5
朝鲜战争,4
朝鲜文,3
朝鲜族,3
朝鲜日报,4
朝鲜核谈,4
朝鲜民主主义人民共和国,11
朝鲜海峡,4
朝鲜筝,3
朝鲜语,3
期,1
期中,2
期中考,3
期冀,2
期刊,2
期待,2
期房,2
期望,2
期望值,3
期期艾艾,4
期末,2
期末考,3
期权,2
期满,2
期盼,2
期票,2
期终,2
期考,2
期许,2
期货,2
期货合约,4
期间,2
期限,2
朠,1
朣,1
朦,1
朦在鼓里,4
朦胧,2
朦胧诗,3
朦骨,2
木,1
木下,2
木乃伊,3
木乃伊化,4
木人石心,4
木偶,2
木偶剧,3
木偶戏,3
