,Word,lengths
73298,عذبالبیانی,10
73299,عذبالسان,8
73300,عذباللسان,9
73301,عذبہ,4
73302,عذبی,4
73303,عذر,3
73304,عذرتراشنا,9
73305,عذرتراشی,8
73306,عذرخواہ,7
73307,عذرخواہی,8
73308,عذردار,6
73309,عذرداری,7
73310,عذرلنگ,6
73311,عذرمعقول,8
73312,عذرومعذرت,9
73313,عذرگناہ,7
73314,عذرا,4
73315,عذراجہاں,8
73316,عذرہ,4
73317,عذری,4
73318,عذریات,6
73319,عذل,3
73320,عذوبت,5
73321,عذوبتیں,7
73322,عذیر,4
73323,عذیرہ,5
73324,عر,2
73325,عرعر,4
73326,عرائض,5
73327,عرائضنویس,9
73328,عرائضنویسی,10
73329,عرابت,5
73330,عرابتیں,7
73331,عرابچی,6
73332,عرابہ,5
73333,عرابی,5
73334,عرابیاں,7
73335,عرابے,5
73336,عرات,4
73337,عراتین,6
73338,عرادہ,5
73339,عرار,4
73340,عراریں,6
73341,عرازہ,5
73342,عراف,4
73343,عرافات,6
73344,عرافہ,5
73345,عرافین,6
73346,عراق,4
73347,عراقی,5
73348,عراقین,6
73349,عراقیوں,7
73350,عراہیم,6
73351,عرب,3
73352,عربالعاربہ,10
73353,عربالعرب,8
73354,عربالعربا,9
73355,عربامارات,9
73356,عرببائدہ,8
73357,عربعاربہ,8
73358,عربمستعربہ,10
73359,عربا,4
73360,عرباض,5
73361,عربان,5
73362,عربانچی,7
73363,عربانہ,6
73364,عربایخی,7
73365,عربدہ,5
73366,عربدہجو,7
73367,عربدہجوئی,9
73368,عربدہخیز,8
73369,عربدہکار,8
73370,عربدہگر,7
73371,عربس,4
73372,عربستان,7
73373,عربوں,5
73374,عربہ,4
73375,عربی,4
73376,عربیالاصل,9
73377,عربیالنسل,9
73378,عربیدان,7
73379,عربیدانی,8
73380,عربیت,5
73381,عربیتآمیز,9
73382,عربین,5
73383,عربیوں,6
73384,عربیہ,5
73385,عرجب,4
73386,عرجت,4
73387,عرذال,5
73388,عرزال,5
73389,عرزم,4
73390,عرزہ,4
73391,عرس,3
73392,عرسکرنا,7
73393,عرش,3
73394,عرشآشیاں,8
73395,عرشاعظم,7
73396,عرشافروز,8
73397,عرشالہ,6
73398,عرشبریں,7
73399,عرشحشم,6
73400,عرشدماغ,7
73401,عرشساماں,8
73402,عرشعلا,6
73403,عرشمعلی,7
73404,عرشمکاں,7
73405,عرشنشیں,7
73406,عرشنما,6
73407,عرشچشم,6
73408,عرشکاتارا,9
73409,عرشگیر,6
73410,عرشگیری,7
73411,عرشفہ,5
73412,عرشہ,4
73413,عرشہبندی,8
73414,عرشہپل,6
73415,عرشی,4
73416,عرشیدماغ,8
73417,عرشیاں,6
73418,عرشیہ,5
73419,عرصات,5
73420,عرصاتی,6
73421,عرصم,4
73422,عرصوں,5
73423,عرصہ,4
73424,عرصہجنگ,7
73425,عرصہحشر,7
73426,عرصہدراز,8
73427,عرصہشتویت,9
73428,عرصہقیامت,9
73429,عرصہپیکار,9
73430,عرصہگاہ,7
73431,عرصہگہحیات,10
73432,عرصہگہہحیات,11
73433,عرصہہیجا,8
73434,عرصۂجنگ,7
73435,عرصۂحشر,7
73436,عرصۂدراز,8
73437,عرصۂشتویت,9
73438,عرصۂپیکار,9
73439,عرصۂہیجا,8
73440,عرصے,4
73441,عرض,3
73442,عرضاحوال,8
73443,عرضالبلا,8
73444,عرضبلد,6
73445,عرضبلدی,7
73446,عرضبیگی,7
73447,عرضتمنا,7
73448,عرضحال,6
73449,عرضدار,6
73450,عرضداشت,7
73451,عرضعام,6
73452,عرضوطول,7
73453,عرضومعروض,9
73454,عرضپرداز,8
73455,عرضکنندہ,8
73456,عرضہنر,6
73457,عرضا,4
73458,عرضائیدارڑ,10
73459,عرضائیدراڑ,10
73460,عرضہ,4
73461,عرضہجوڑ,7
73462,عرضی,4
73463,عرضیتراش,8
73464,عرضیدعوی,8
73465,عرضینالیاں,10
73466,عرضینویس,8
73467,عرضیات,6
73468,عرضیاں,6
73469,عرضیت,5
73470,عرعری,5
73471,عرف,3
73472,عرفعام,6
73473,عرفا,4
73474,عرفاؤ,5
73475,عرفاؤں,6
73476,عرفات,5
73477,عرفان,5
73478,عرفانحقیقت,10
73479,عرفانخودی,9
73480,عرفانذات,8
73481,عرفاننفس,8
73482,عرفانپناہ,9
73483,عرفانہ,6
73484,عرفانی,6
73485,عرفج,4
73486,عرفہ,4
73487,عرفی,4
73488,عرفیت,5
73489,عرفیہ,5
73490,عرفیہخاصہ,9
73491,عرق,3
73492,عرقآخر,6
73493,عرقافشاں,8
73494,عرقالذہب,8
73495,عرقالنسا,8
73496,عرقانفعال,9
73497,عرقبحرانی,9
73498,عرقبہار,7
73499,عرقریزی,7
73500,عرقشجری,7
73501,عرقشیر,6
73502,عرقعرق,6
73503,عرقفشانی,8
73504,عرقمدنی,7
73505,عرقناک,6
73506,عرقنعناع,8
73507,عرقپاش,6
73508,عرقچیں,6
73509,عرقکشی,6
73510,عرقگلاب,7
73511,عرقگیر,6
73512,عرقال,5
73513,عرقد,4
73514,عرقدان,6
73515,عرقوب,5
73516,عرقوبیں,7
73517,عرقوہ,5
73518,عرقی,4
73519,عرقیات,6
73520,عرقیت,5
73521,عرقیل,5
73522,عرم,3
73523,عرمیت,5
73524,عروب,4
73525,عروبہ,5
73526,عروبی,5
73527,عروبیت,6
73528,عروبیتیں,8
73529,عروبین,6
73530,عروت,4
73531,عروتات,6
73532,عروتیں,6
73533,عروج,4
73534,عروجاقبال,9
73535,عروجماہ,7
73536,عروجوزوال,9
73537,عروجیافتہ,9
73538,عروجی,5
73539,عروس,4
73540,عروسالبلاد,10
73541,عروسالخط,8
73542,عروسنو,6
73543,عروسہزارداماد,13
73544,عروسان,6
73545,عروسانہ,7
73546,عروسانی,7
73547,عروسک,5
73548,عروسہ,5
73549,عروسی,5
73550,عروض,4
73551,عروضدانی,8
73552,عروضداں,7
73553,عروضشناس,8
73554,عروضنگار,8
73555,عروضی,5
73556,عروضیہ,6
73557,عروف,4
73558,عروفہ,5
73559,عروق,4
73560,عروقالعروق,10
73561,عروقجاذبہ,9
73562,عروقداخلہ,9
73563,عروقشعریہ,9
73564,عروقلمفادیہ,11
73565,عروقلمفاویہ,11
73566,عروقی,5
73567,عروقیعمل,8
73568,عروقییت,7
73569,عروقییتیں,9
73570,عرونہ,5
73571,عروہ,4
73572,عرکہ,4
73573,عرہون,5
73574,عریان,5
73575,عریانی,6
73576,عریانیات,8
73577,عریانیاتی,9
73578,عریانیت,7
73579,عریاں,5
73580,عریاںبدنی,9
73581,عریاںتخمپودا,12
73582,عریاںنگاری,10
73583,عریج,4
73584,عرید,4
73585,عریر,4
73586,عریس,4
73587,عریسہ,5
73588,عریش,4
73589,عریشہ,5
73590,عریض,4
73591,عریضالاظفار,11
73592,عریضالراس,9
73593,عریضالورق,9
73594,عریضہ,5
73595,عریف,4
73596,عریفات,6
73597,عریفہ,5
73598,عریفین,6
73599,عریم,4
73600,عرین,4
73601,عرینات,6
73602,عرینہ,5
73603,عرینی,5
73604,عریں,4
73605,عز,2
73606,عزوجاہ,6
73607,عزوجل,5
73608,عزوشرف,6
73609,عزا,3
73610,عزاخانہ,7
73611,عزادار,6
73612,عزاداری,7
73613,عزائم,5
73614,عزائمخوانی,10
73615,عزائمپرست,9
73616,عزازیل,6
73617,عزالحق,6
73618,عزالدین,7
73619,عزبزہ,5
73620,عزبہ,4
73621,عزت,3
73622,عزتآبرو,7
73623,عزتاجداد,8
73624,عزتافزا,7
73625,عزتافزائی,9
73626,عزتدار,6
73627,عزتطلب,6
73628,عزتمآب,6
73629,عزتمآت,6
73630,عزتماب,6
73631,عزتمندانہ,9
73632,عزتنفس,6
73633,عزتکرنا,7
73634,عزتوں,5
73635,عزتی,4
73636,عزتیں,5
73637,عزرا,4
73638,عزرائیل,7
73639,عزرہ,4
73640,عزل,3
73641,عزلنشینی,8
73642,عزلونصب,7
73643,عزلپسند,7
73644,عزلپسندی,8
73645,عزلگزینی,8
73646,عزلگزیں,7
73647,عزلائیل,7
73648,عزلت,4
73649,عزلتنشینی,9
73650,عزلتپسند,8
73651,عزلتپسندی,9
73652,عزلتگزین,8
73653,عزلہ,4
73654,عزم,3
73655,عزمالامور,9
73656,عزمالحیاہ,9
73657,عزمالحیاۃ,9
73658,عزمبالجزم,9
73659,عزمراسخ,7
73660,عزمسفر,6
73661,عزمصمیم,7
73662,عزما,4
73663,عزمت,4
73664,عزمی,4
73665,عزوم,4
73666,عزہ,3
73667,عزی,3
73668,عزیر,4
73669,عزیز,4
73670,عزیزالقدر,9
73671,عزیزداری,8
73672,عزیزمصر,7
73673,عزیزمن,6
73674,عزیزواقارب,10
73675,عزیزالنسا,9
73676,عزیزامین,8
73677,عزیزانہ,7
73678,عزیزاں,6
73679,عزیزدار,7
73680,عزیزم,5
73681,عزیزوں,6
73682,عزیزہ,5
73683,عزیزی,5
73684,عزیزیاں,7
73685,عزیزییت,7
73686,عزیزییتیں,9
73687,عزیف,4
73688,عزیم,4
73689,عزیمت,5
73690,عزیمتخوان,9
73691,عزیمتخواں,9
73692,عزیہ,4
73693,عس,2
73694,عسابر,5
73695,عسار,4
73696,عساکر,5
73697,عسایا,5
73698,عسب,3
73699,عسبار,5
73700,عسبی,4
73701,عسجد,4
73702,عسر,3
73703,عسرالبول,8
73704,عسرالبلع,8
73705,عسرالبلغ,8
73706,عسرت,4
73707,عسرتزدہ,7
73708,عسری,4
73709,عسس,3
73710,عسسی,4
73711,عسف,3
73712,عسفانیہ,7
73713,عسفی,4
73714,عسفیت,5
73715,عسفیتیں,7
73716,عسقلان,6
73717,عسقلانی,7
73718,عسل,3
73719,عسلالسماوی,10
73720,عسلالنحل,8
73721,عسلوج,5
73722,عسلیہ,5
73723,عسو,3
73724,عسول,4
73725,عسولات,6
73726,عسوں,4
73727,عسکر,4
73728,عسکری,5
73729,عسکریآئین,9
73730,عسکریآہنگ,9
73731,عسکریروح,8
73732,عسکریت,6
73733,عسکریہ,6
73734,عسیر,4
73735,عسیرالاکتساب,12
73736,عسیرالحصول,10
73737,عسیرالفہم,9
73738,عسیریں,6
73739,عسیف,4
73740,عسیقہ,5
73741,عش,2
73742,عشعش,4
73743,عشا,3
73744,عشاء,4
73745,عشاءیہ,6
73746,عشاءے,5
73747,عشائر,5
73748,عشائیوں,7
73749,عشائیہ,6
73750,عشائیے,6
73751,عشار,4
73752,عشارب,5
73753,عشارم,5
73754,عشاری,5
73755,عشارین,6
73756,عشاریہ,6
73757,عشاش,4
73758,عشاشیت,6
73759,عشاشیتیں,8
73760,عشاق,4
73761,عشایا,5
73762,عشایر,5
73763,عشاےربانی,9
73764,عشبئی,5
73765,عشبر,4
73766,عشبہ,4
73767,عشبہخانہ,8
73768,عشبی,4
73769,عشر,3
73770,عشرعشیر,7
73771,عشرات,5
73772,عشرت,4
73773,عشرتافزا,8
73774,عشرتاندوزی,10
73775,عشرتخانہ,8
73776,عشرتنصیب,8
73777,عشرتکدہ,7
73778,عشرتیں,6
73779,عشرق,4
73780,عشرنیہ,6
73781,عشروں,5
73782,عشرہ,4
73783,عشرہمبشرہ,9
73784,عشرہوار,7
73785,عشری,4
73786,عشریترمیم,9
73787,عشریزمین,8
73788,عشرین,5
73789,عشرینہ,6
73790,عشرے,4
73791,عشق,3
73792,عشقازلی,7
73793,عشقاللہ,7
73794,عشقالنسا,8
73795,عشقالہی,7
73796,عشقباز,6
73797,عشقحقیقی,8
73798,عشقصادق,7
73799,عشقمجازی,8
73800,عشقپرور,7
73801,عشقپیماں,8
73802,عشقپیچاں,8
73803,عشقبازی,7
73804,عشقی,4
73805,عشقیات,6
73806,عشقیاتی,7
73807,عشقیہ,5
73808,عشقیہشاعر,9
73809,عشقیہشاعری,10
73810,عشم,3
73811,عشمات,5
73812,عشمہ,4
73813,عشمین,5
73814,عشنا,4
73815,عشور,4
73816,عشورہ,5
73817,عشوہ,4
73818,عشوہبازی,8
73819,عشوہترکانہ,10
73820,عشوہفروشی,9
73821,عشوہپرداز,9
73822,عشوہگری,7
73823,عشوہگر,6
73824,عشوۂترکانہ,10
73825,عشی,3
73826,عشیب,4
73827,عشیر,4
73828,عشیراں,6
73829,عشیرت,5
73830,عشیرہ,5
73831,عشیق,4
73832,عشیقہ,5
73833,عشیہ,4
73834,عصا,3
73835,عصابردار,8
73836,عصاجڑ,5
73837,عصافیسر,7
73838,عصانما,6
73839,عصایعقوب,8
73840,عصاؤ,4
73841,عصاؤں,5
73842,عصائب,5
73843,عصائبی,6
73844,عصائیں,6
73845,عصائےموسی,9
73846,عصابت,5
73847,عصابتیں,7
73848,عصابہ,5
73849,عصابیات,7
73850,عصابیاتی,8
73851,عصات,4
73852,عصاتی,5
73853,عصار,4
73854,عصارات,6
73855,عصاراتی,7
73856,عصارہ,5
73857,عصارہانگور,10
73858,عصارہریوند,10
73859,عصارۂانگور,10
73860,عصارۂریوند,10
73861,عصاری,5
73862,عصاریاں,7
73863,عصارییت,7
73864,عصارییتیں,9
73865,عصاضیر,6
73866,عصافیر,6
73867,عصافیریں,8
73868,عصام,4
73869,عصاےجڑ,6
73870,عصاےموسی,8
73871,عصاےپیری,8
73872,عصاےیعقوب,9
73873,عصب,3
73874,عصببصری,7
73875,عصبنسائی,8
73876,عصبوجہی,7
73877,عصبابی,6
73878,عصباتی,6
73879,عصباتیمریض,10
73880,عصبانی,6
73881,عصبانیمریض,10
73882,عصبانیت,7
73883,عصبانیتی,8
73884,عصبانیتیں,9
73885,عصبانیہ,7
73886,عصبہ,4
73887,عصبی,4
73888,عصبیالمزاج,10
73889,عصبیالمزاجی,11
73890,عصبیحیاتیات,11
73891,عصبیخلیہ,8
73892,عصبیفعلیات,10
73893,عصبیففعلیات,11
73894,عصبیمرکز,8
73895,عصبینظام,8
73896,عصبیات,6
73897,عصبیاتی,7
73898,عصبیاں,6
73899,عصبیت,5
73900,عصبیتیں,7
73901,عصبیہ,5
73902,عصد,3
73903,عصدیں,5
73904,عصر,3
73905,عصرالحجر,8
73906,عصرحاضر,7
73907,عصرنو,5
73908,عصروسطی,7
73909,عصرا,4
73910,عصرانہ,6
73911,عصرہ,4
73912,عصری,4
73913,عصریحالات,9
73914,عصریعلام,8
73915,عصریعلوم,8
73916,عصریمیلانات,11
73917,عصریت,5
73918,عصریتیں,7
73919,عصریہ,5
73920,عصف,3
73921,عصفر,4
73922,عصفرین,6
73923,عصفور,5
73924,عصفوں,5
73925,عصفہ,4
73926,عصفیں,5
73927,عصل,3
73928,عصلات,5
73929,عصلیت,5
73930,عصم,3
73931,عصمت,4
73932,عصمتدار,7
73933,عصمتداری,8
73934,عصمتفروش,8
73935,عصمتفروشی,9
73936,عصمتمآب,7
73937,عصمتوں,6
73938,عصمتی,5
73939,عصمتیں,6
73940,عصمۃ,4
73941,عصنفہ,5
73942,عصوبت,5
73943,عصوبتیں,7
73944,عصود,4
73945,عصور,4
73946,عصوم,4
73947,عصہ,3
73948,عصیان,5
73949,عصیانشعار,9
73950,عصیانمدنی,9
73951,عصیانات,7
73952,عصیب,4
73953,عصیبات,6
73954,عصیبہ,5
73955,عصیبی,5
73956,عصیبیاں,7
73957,عصیبین,6
73958,عصیدہ,5
73959,عصیر,4
73960,عصیرات,6
73961,عصیہ,4
73962,عصیہتدرن,8
73963,عصیہقولونی,10
73964,عصیۂقولونی,10
73965,عضاد,4
73966,عضال,4
73967,عضاۃ,4
73968,عضب,3
73969,عضباء,5
73970,عضد,3
73971,عضدالدولہ,9
73972,عضدی,4
73973,عضر,3
73974,عضروط,5
73975,عضرین,5
73976,عضل,3
73977,عضلات,5
73978,عضلاتی,6
73979,عضلاتیتقلص,10
73980,عضلاتیتوانائی,13
73981,عضلاسیتوانائی,13
73982,عضلہ,4
73983,عضلہباسط,8
73984,عضلہنگار,8
73985,عضلۂباسطہ,9
73986,عضلۂنگار,8
73987,عضلی,4
73988,عضلیے,5
73989,عضو,3
73990,عضوالمس,7
73991,عضوبدن,6
73992,عضوبندی,7
73993,عضوتناسل,8
73994,عضورئیس,7
73995,عضوصعیف,7
73996,عضوضعیف,7
73997,عضوفاسد,7
73998,عضومعطل,7
73999,عضوگفتار,8
74000,عضوض,4
74001,عضوضات,6
74002,عضوضہ,5
74003,عضوضیت,6
74004,عضوضیتیں,8
74005,عضوضین,6
74006,عضوی,4
74007,عضویاعمال,9
74008,عضوینظام,8
74009,عضویکردار,9
74010,عضویات,6
74011,عضویاتی,7
74012,عضویت,5
74013,عضویتیں,7
74014,عضویہ,5
74015,عضیض,4
74016,عطا,3
74017,عطابخش,6
74018,عطاپاش,6
74019,عطاء,4
74020,عطاءالحق,8
74021,عطاؤ,4
74022,عطاؤں,5
74023,عطائی,5
74024,عطائیت,6
74025,عطائیتیں,8
74026,عطائیں,6
74027,عطار,4
74028,عطارد,5
74029,عطاروں,6
74030,عطاری,5
74031,عطاس,4
74032,عطاسو,5
74033,عطاسی,5
74034,عطاش,4
74035,عطاط,4
74036,عطاف,4
74037,عطافت,5
74038,عطافرمائے,9
74039,عطالت,5
74040,عطالتیں,7
74041,عطاکن,5
74042,عطاکیا,6
74043,عطایا,5
74044,عطایوں,6
74045,عطبل,4
74046,عطبہ,4
74047,عطر,3
74048,عطربیز,6
74049,عطربیزی,7
74050,عطرحنا,6
74051,عطردان,6
74052,عطرسازی,7
74053,عطرسہاگ,7
74054,عطرفتنہ,7
74055,عطرفروش,7
74056,عطرمجموعہ,9
74057,عطروپان,7
74058,عطرپاش,6
74059,عطریسازی,8
74060,عطریات,6
74061,عطریت,5
74062,عطریتیں,7
74063,عطس,3
74064,عطش,3
74065,عطشان,5
74066,عطف,3
74067,عطفبیاں,7
74068,عطفہ,4
74069,عطفی,4
74070,عطفیچادر,8
74071,عطفیہ,5
74072,عطلت,4
74073,عطلتیں,6
74074,عطموس,5
74075,عطمہ,4
74076,عطو,3
74077,عطوس,4
74078,عطوف,4
74079,عطوفت,5
74080,عطوفتی,6
74081,عطوفتیں,7
74082,عطوفہ,5
74083,عطوفیں,6
74084,عطوفیہ,6
74085,عطیات,5
74086,عطیت,4
74087,عطیر,4
74088,عطیرات,6
74089,عطیرین,6
74090,عطیفہ,5
74091,عطیل,4
74092,عطینی,5
74093,عطینییں,7
74094,عطیوں,5
74095,عطیہ,4
74096,عطیہالہی,8
74097,عطیہدینا,8
74098,عطیہقدرت,8
74099,عطیہءالہی,9
74100,عطیہءقدرت,9
74101,عطیہدار,7
74102,عطیۂالہی,8
74103,عطیے,4
74104,عظام,4
74105,عظایہ,5
74106,عظفیمالجثہ,10
74107,عظم,3
74108,عظما,4
74109,عظمت,4
74110,عظمترفتہ,8
74111,عظمتوں,6
74112,عظمتیں,6
74113,عظموت,5
74114,عظمہ,4
74115,عظمی,4
74116,عظمیت,5
74117,عظمیتیں,7
74118,عظمیہ,5
74119,عظیم,4
74120,عظیمالاثر,9
74121,عظیمالحبثہ,10
74122,عظیمالشان,9
74123,عظیمالمرتبت,11
74124,عظیمالمقدار,11
74125,عظیمالہیکل,10
74126,عظیمہ,5
74127,عغر,3
74128,عفائف,5
74129,عفار,4
74130,عفاریت,6
74131,عفارین,6
74132,عفاریں,6
74133,عفاش,4
74134,عفاف,4
74135,عفان,4
74136,عفانہ,5
74137,عفانی,5
74138,عفانیاں,7
74139,عفت,3
74140,عفترحیم,7
74141,عفتمآب,6
74142,عفتیں,5
74143,عفرنا,5
74144,عفریت,5
74145,عفریتی,6
74146,عفرین,5
74147,عفشال,5
74148,عفشقیہشاعفری,12
74149,عفص,3
74150,عفن,3
74151,عفنی,4
74152,عفنیہ,5
74153,عفو,3
74154,عفوودرگزر,9
74155,عفوصت,5
74156,عفوصتیں,7
74157,عفونات,6
74158,عفونت,5
74159,عفونتالدم,9
74160,عفونتی,6
74161,عفونتیں,7
74162,عفونی,5
74163,عفونیہ,6
74164,عفہ,3
74165,عفی,3
74166,عفیرہ,5
74167,عفیف,4
74168,عفیفہ,5
74169,عقائد,5
74170,عقائدی,6
74171,عقاب,4
74172,عقابوں,6
74173,عقابی,5
74174,عقابینظر,8
74175,عقابین,6
74176,عقار,4
74177,عقارب,5
74178,عقاربین,7
74179,عقاریں,6
74180,عقاقیر,6
74181,عقال,4
74182,عقالیں,6
74183,عقب,3
74184,عقبات,5
74185,عقباتو,6
74186,عقباتوں,7
74187,عقبہ,4
74188,عقبی,4
74189,عقبیزمین,8
74190,عقبیٹیلہ,8
74191,عقد,3
74192,عقدثانی,7
74193,عقدثریا,7
74194,عقدزوجیت,8
74195,عقدموالات,9
74196,عقدوں,5
74197,عقدہ,4
74198,عقدہلاینحل,10
74199,عقدہکشا,7
74200,عقدہکشائی,9
74201,عقدہءلاینحل,11
74202,عقدی,4
74203,عقدینظام,8
74204,عقدے,4
74205,عقر,3
74206,عقرب,4
74207,عقرببحری,8
74208,عقربی,5
74209,عقص,3
74210,عقعق,4
74211,عقل,3
74212,عقلآرائی,8
74213,عقلاستقرائی,11
74214,عقلانسانی,9
74215,عقلبالفعل,9
74216,عقلبالملکہ,10
74217,عقلبسیط,7
74218,عقلحیوانی,9
74219,عقلداڑھ,7
74220,عقلسلیم,7
74221,عقلسےخالی,9
74222,عقلصالح,7
74223,عقلعام,6
74224,عقلفطری,7
74225,عقلفعال,7
74226,عقلمند,6
74227,عقلمندی,7
74228,عقلمنفعل,8
74229,عقلوخرد,7
74230,عقلودانش,8
74231,عقلپروری,8
74232,عقلپسندی,8
74233,عقلڈاڑھ,7
74234,عقلکااندھا,10
74235,عقلکادشمن,9
74236,عقلکل,5
74237,عقلا,4
74238,عقلہ,4
74239,عقلی,4
74240,عقلیتوجیہ,9
74241,عقلیمشاہدہ,10
74242,عقلینظام,8
74243,عقلینفسیات,10
74244,عقلیوجود,8
74245,عقلیت,5
74246,عقلیتپرستی,10
74247,عقلیتپسند,9
74248,عقلیتپسندی,10
74249,عقلیں,5
74250,عقلیہ,5
74251,عقلیین,6
74252,عقم,3
74253,عقمت,4
74254,عقمو,4
74255,عقموں,5
74256,عقوبات,6
74257,عقوبت,5
74258,عقوبتآمیز,9
74259,عقوبتخانہ,9
74260,عقوبتیں,7
74261,عقود,4
74262,عقور,4
74263,عقوق,4
74264,عقوقات,6
74265,عقول,4
74266,عقولعشر,7
74267,عقی,3
74268,عقیان,5
74269,عقیب,4
74270,عقیبات,6
74271,عقیبہ,5
74272,عقید,4
74273,عقیدت,5
74274,عقیدتمند,8
74275,عقیدتمندانہ,11
74276,عقیدتمندی,9
74277,عقیدتوں,7
74278,عقیدتی,6
74279,عقیدتیں,7
74280,عقیدوں,6
74281,عقیدہ,5
74282,عقیدے,5
74283,عقیر,4
74284,عقیرات,6
74285,عقیرہ,5
74286,عقیرین,6
74287,عقیف,4
74288,عقیق,4
74289,عقیقالبحر,9
74290,عقیقزرد,7
74291,عقیقعینی,8
74292,عقیقلب,6
74293,عقیقنگاری,9
74294,عقیقوں,6
74295,عقیقہ,5
74296,عقیقے,5
74297,عقیل,4
74298,عقیلہ,5
74299,عقیم,4
74300,عقیمہ,5
74301,عقیمی,5
74302,عقیمیت,6
74303,عقیمیتیں,8
74304,علا,3
74305,علاؤالدین,9
74306,علائق,5
74307,علائقدنیوی,10
74308,علائم,5
74309,علائیہ,6
74310,علاتی,5
74311,علاج,4
74312,علاجبالاعضا,11
74313,علاجبالخذا,10
74314,علاجبالغذا,10
74315,علاجبالما,9
74316,علاجبالمثل,10
74317,علاجمعالجہ,10
74318,علاجنفسی,8
74319,علاجات,6
74320,علاجوں,6
74321,علاجی,5
74322,علاحدگی,7
74323,علاحدہ,6
74324,علاف,4
74325,علافی,5
74326,علافیہ,6
74327,علاقائی,7
74328,علاقائیطریقہ,12
74329,علاقائیت,8
74330,علاقوں,6
74331,علاقہ,5
74332,علاقہجات,8
74333,علاقہدار,8
74334,علاقہوار,8
74335,علاقے,5
74336,علالت,5
74337,علالتیں,7
74338,علالہ,5
74339,علام,4
74340,علامالغیب,9
74341,علامات,6
74342,علامت,5
74343,علامتاتصال,10
74344,علامتاضافت,10
74345,علامتافسانہ,11
74346,علامتزبان,9
74347,علامتسازی,9
74348,علامتفاعل,9
74349,علامتمفعول,10
74350,علامتنویسی,10
74351,علامتنگار,9
74352,علامتنگاری,10
74353,علامتوقف,8
74354,علامتپسندی,10
74355,علامتوں,7
74356,علامتی,6
74357,علامتیافسانہ,12
74358,علامتیزبان,10
74359,علامتیاں,8
74360,علامتیت,7
74361,علامتیں,7
74362,علامہ,5
74363,علامہدہر,8
74364,علامۂدہر,8
74365,علامی,5
74366,علامیت,6
74367,علامیہ,6
74368,علانیہ,6
74369,علاوہ,5
74370,علاوہازیں,9
74371,علاوہبریں,9
74372,علت,3
74373,علتالعلل,8
74374,علتاولی,7
74375,علتغائی,7
74376,علتمشائخ,8
74377,علتنمائی,8
74378,علتومعلول,9
74379,علتپرستی,8
74380,علتوں,5
74381,علتی,4
74382,علتیں,5
74383,علج,3
74384,علحدگیپسند,10
74385,علحدہ,5
74386,علس,3
74387,علسی,4
74388,علضہ,4
74389,علطہ,4
74390,علف,3
74391,علفزار,6
74392,علفچی,5
74393,علفہ,4
74394,علفی,4
74395,علق,3
74396,علقم,4
74397,علقمی,5
74398,علقگی,5
74399,علقہ,4
74400,علقی,4
74401,علقیت,5
74402,علقیتیں,7
74403,علل,3
74404,علم,3
74405,علمآب,5
74406,علمآثارقدیمہ,12
74407,علمآموز,7
74408,علماجتماع,9
74409,علماحکام,8
74410,علماخلاق,8
74411,علمادب,6
74412,علمادیان,8
74413,علمارقام,8
74414,علماسما,7
74415,علماصلاحنسل,11
74416,علماعداد,8
74417,علماعضا,7
74418,علمافشاں,8
74419,علماقتصاد,9
74420,علماقوام,8
74421,علمالابدان,10
74422,علمالاجتماع,11
74423,علمالاخلاق,10
74424,علمالارض,8
74425,علمالاساطیر,11
74426,علمالاصنام,10
74427,علمالاصوات,10
74428,علمالاصول,9
74429,علمالاطیر,9
74430,علمالاعداد,10
74431,علمالاعضا,9
74432,علمالافلاک,10
74433,علمالاقتصاد,11
74434,علمالاقوام,10
74435,علمالانساب,10
74436,علمالانسان,10
74437,علمالحرکات,10
74438,علمالحیات,9
74439,علمالحیوان,10
74440,علمالرجال,9
74441,علمالرویا,9
74442,علمالشعر,8
74443,علمالصوات,9
74444,علمالصول,8
74445,علمالعائد,9
74446,علمالعروض,9
74447,علمالعظام,9
74448,علمالعقائد,10
74449,علمالعقاقیر,11
74450,علمالعلاج,9
74451,علمالفقہ,8
74452,علماللسان,9
74453,علماللغت,8
74454,علمالمعاشرت,11
74455,علمالمناظر,10
74456,علمالنجوم,9
74457,علمالنفس,8
74458,علمالکلام,9
74459,علمالہجا,8
74460,علمالہیات,9
74461,علمالیقین,9
74462,علمانساب,8
74463,علمایکیما,9
74464,علمباری,7
74465,علمبدیع,7
74466,علمبردار,8
74467,علمبرداری,9
74468,علمبیان,7
74469,علمتجوید,8
74470,علمتعمیر,8
74471,علمتقدیرالاوقات,15
74472,علمجغرافیہ,10
74473,علمجفر,6
74474,علمحساب,7
74475,علمحصولی,8
74476,علمحیوانات,10
74477,علمخاک,6
74478,علمدار,6
74479,علمدین,6
74480,علمربانی,8
74481,علمرسمالخط,10
74482,علمریاضی,8
74483,علمساطیر,8
74484,علمسینہ,7
74485,علمصحتالابدان,13
74486,علمصرفونحو,10
74487,علمطبقاتالارض,13
74488,علمعطائی,8
74489,علمغیب,6
74490,علمفلکیات,9
74491,علمقرات,7
74492,علملدنی,7
74493,علممعانی,8
74494,علممعدنیات,10
74495,علمنافع,7
74496,علمنباتات,9
74497,علمنجوم,7
74498,علمنحو,6
74499,علمنقشہگری,10
74500,علمودانش,8
74501,علموہنر,7
74502,علمپرور,7
74503,علمہندسہ,8
